,comment_text
100090,""" 

 == Two Sixth Verses == 

 There appears to be two versions of the sixth verse. One that starts """"When we've been there ten thousand years.."""" and another that starts """"the earth will soon dissolve like snow..."""" Which one is right?   """
31162,"==Zeta Phi Alpha sorority== 
 An unregistered editor has repeatedly inserted material about Zeta Phi Alpha sorority.  I contend that the material is unacceptably promotional and offers undue weight to this one student organization.  Any other opinions?"
66617,I'd like to add my voice to those of THD3 and Musikverein above.  Wikipedia is not censored:  please stop removing material simply because you dislike it.
4408,"::You were a liar last year and you are still a liar now, but that's all I say because I don't want to be blocked.  Have no fear, I will be going RTV and will not be bothering you anymore."
90456,":p.s. actually, don't bother, man: the situation is as fucked up as ever. Thanks anyway  |"
5211,"==Review comments== 
 Some suggestions for improvement as the article is expanded: 

 *Appropriate infobox should be added  
 *Photograph should be added from a source with a free license  
 *Body of article should be divided into appropriate subheadings 
 *Information on works should be expanded, and references required 
 *A complete bibliography would be useful 
 *References should be expanded (preferably from sources additional to the Prague Post), and preferably converted to inline format 
 *External links present which could be used to expand article"
21613,"== Garry Wills opinion == 

 Hello, You've done an outstanding job summarizing what Wills wrote, and I have no problem with it.  I am even more impressed since I know you are not fond of Wills.  By the way, I think it was a very good speech, and of historical significance, but not of the caliber of Gettysburg.  That's a pretty high bar, though, isn't it?  Thanks again."
128564,"== Possible mistake == 

 the Squeeze operator acting on a coherent sate does not yield a squeezed coherent state, TO get one, you need first to squeeze the vacuum and then to use the displacement operator."
147507,did u even read what i f.ucking said? look at all the history for account:antapanta45!!!!
29150,""" 
 :I don't follow your reasoning here at all. """"If it were right wing, its policies would be far more left wing""""????????  |  """
111537,"""- bullshit. It is not """"discredited"""". You just don't like it. Quit making shit up. The Hoepfner source is not """"more reliable"""". It's just a different source. How is Hoepfner not more reliable? Not only does he have access to the order of battle of the Prussian forces at the fortress, but also knows exactly what units took part in the action. Loison does not know the strength of Prussian units and at best is an estimate by his commanders present. 
 - it is published in a peer reviewed journal. Quit making shit up. then let's see a review of the article then. 
 - already provided. Quit making shit up.  Kroczynski never says it, and he never gives any proof to back up the claims of Loison, nor does he state anything about the veracity of such claims. 
 no, we actually know who Korczynski was (a historian who was the head of a National Museum in Kolobrzeg). According to the source, he was not the head of a museum at all. According to a google search, he was actually a highschool teacher in Kolberg, not a museum director. Not as reliable of a source as an actual historian like Hoepfner. 
 bad faithed trolling? banned user? please, I have never been banned and I am sticking to the contentiousness of the article, not attacking users like you have done repeatedly. 
    

 """
136667,"== Wicked == 

 Isn't Wicked Worm imporant enough to have his own article? -  Golem866"
116387,", 15 August 2005 (UTC) 
 :::Are they false or not, you are the last person who can judge them. With this last couple of posts that you added today, even my respected friend Christos lost his hope in you. From moderate Greek patriot, you sudenly turned into hidden nationalist (his words, I swear in his friendship).   07:16"
63149,":::Is this conversation still going on?  I recall seeing somewhere recently that some guy was complaining about an image of 2 guys having oral sex in Oral sex ... which is strange, since none of the 3 images show 2 men. - Dank"
94034,I've read about William Patrick Hitler in John Toland's biography of Hitler [ISBN:0385420536]
18187,"Mormonism (like all religions) is fraudulent.  So ha, take that.  Some dude burying his head in a hat to read gold tablets?  14 million people believe in this shit?  Unreal."
134758,Why are two maps needed?
